village,month,method,method3,method2,place,hour,house,genus,species,Abdomen_status,number,Anopheles,id
Santidougou,Septembre,OK,CSH,CSH,indoor,23,2,Anopheles,Angambiaesl,jeun,5,ano,Santi5_Septembreindoor232AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,23,2,Anopheles,Angambiaesl,jeun,5,ano,Santi5_Septembreindoor232AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,23,2,Anopheles,Angambiaesl,jeun,5,ano,Santi5_Septembreindoor232AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,23,2,Anopheles,Angambiaesl,jeun,5,ano,Santi5_Septembreindoor232AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,23,2,Anopheles,Angambiaesl,jeun,5,ano,Santi5_Septembreindoor232AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,0,2,Anopheles,Angambiaesl,jeun,6,ano,Santi5_Septembreindoor02AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,0,2,Anopheles,Angambiaesl,jeun,6,ano,Santi5_Septembreindoor02AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,0,2,Anopheles,Angambiaesl,jeun,6,ano,Santi5_Septembreindoor02AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,0,2,Anopheles,Angambiaesl,jeun,6,ano,Santi5_Septembreindoor02AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,0,2,Anopheles,Angambiaesl,jeun,6,ano,Santi5_Septembreindoor02AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,0,2,Anopheles,Angambiaesl,jeun,6,ano,Santi5_Septembreindoor02AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,2,2,Anopheles,Angambiaesl,jeun,1,ano,Santi5_Septembreindoor22AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,3,2,Anopheles,Angambiaesl,jeun,7,ano,Santi5_Septembreindoor32AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,3,2,Anopheles,Angambiaesl,jeun,7,ano,Santi5_Septembreindoor32AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,3,2,Anopheles,Angambiaesl,jeun,7,ano,Santi5_Septembreindoor32AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,3,2,Anopheles,Angambiaesl,jeun,7,ano,Santi5_Septembreindoor32AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,3,2,Anopheles,Angambiaesl,jeun,7,ano,Santi5_Septembreindoor32AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,3,2,Anopheles,Angambiaesl,jeun,7,ano,Santi5_Septembreindoor32AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,3,2,Anopheles,Angambiaesl,jeun,7,ano,Santi5_Septembreindoor32AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,4,2,Anopheles,Angambiaesl,jeun,3,ano,Santi5_Septembreindoor42AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,4,2,Anopheles,Angambiaesl,jeun,3,ano,Santi5_Septembreindoor42AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,4,2,Anopheles,Angambiaesl,jeun,3,ano,Santi5_Septembreindoor42AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,5,2,Anopheles,Angambiaesl,jeun,1,ano,Santi5_Septembreindoor52AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,3,2,Anopheles,Angambiaesl,gorg,2,ano,Santi5_Septembreindoor32AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,3,2,Anopheles,Angambiaesl,gorg,2,ano,Santi5_Septembreindoor32AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,4,2,Anopheles,Angambiaesl,gorg,3,ano,Santi5_Septembreindoor42AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,4,2,Anopheles,Angambiaesl,gorg,3,ano,Santi5_Septembreindoor42AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,4,2,Anopheles,Angambiaesl,gorg,3,ano,Santi5_Septembreindoor42AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,outdoor,22,2,Anopheles,Angambiaesl,jeun,3,ano,Santi5_Septembreoutdoor222AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,outdoor,22,2,Anopheles,Angambiaesl,jeun,3,ano,Santi5_Septembreoutdoor222AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,outdoor,22,2,Anopheles,Angambiaesl,jeun,3,ano,Santi5_Septembreoutdoor222AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,outdoor,21,2,Anopheles,Angambiaesl,jeun,1,ano,Santi5_Septembreoutdoor212AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,outdoor,0,2,Anopheles,Angambiaesl,jeun,1,ano,Santi5_Septembreoutdoor02AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,outdoor,3,2,Anopheles,Angambiaesl,gorg,1,ano,Santi5_Septembreoutdoor32AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,outdoor,2,2,Anopheles,Angambiaesl,jeun,1,ano,Santi5_Septembreoutdoor22AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,20,3,Anopheles,Angambiaesl,jeun,1,ano,Santi5_Septembreindoor203AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,22,3,Anopheles,Angambiaesl,jeun,1,ano,Santi5_Septembreindoor223AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,23,3,Anopheles,Angambiaesl,jeun,1,ano,Santi5_Septembreindoor233AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,0,3,Anopheles,Angambiaesl,jeun,2,ano,Santi5_Septembreindoor03AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,0,3,Anopheles,Angambiaesl,jeun,2,ano,Santi5_Septembreindoor03AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,2,3,Anopheles,Angambiaesl,jeun,1,ano,Santi5_Septembreindoor23AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,21,3,Anopheles,Angambiaesl,jeun,4,ano,Santi5_Septembreindoor213AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,21,3,Anopheles,Angambiaesl,jeun,4,ano,Santi5_Septembreindoor213AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,21,3,Anopheles,Angambiaesl,jeun,4,ano,Santi5_Septembreindoor213AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,21,3,Anopheles,Angambiaesl,jeun,4,ano,Santi5_Septembreindoor213AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,0,3,Anopheles,Angambiaesl,jeun,4,ano,Santi5_Septembreindoor03AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,0,3,Anopheles,Angambiaesl,jeun,4,ano,Santi5_Septembreindoor03AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,0,3,Anopheles,Angambiaesl,jeun,4,ano,Santi5_Septembreindoor03AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,0,3,Anopheles,Angambiaesl,jeun,4,ano,Santi5_Septembreindoor03AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,3,3,Anopheles,Angambiaesl,jeun,1,ano,Santi5_Septembreindoor33AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,4,3,Anopheles,Angambiaesl,jeun,1,ano,Santi5_Septembreindoor43AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,20,3,Anopheles,Angambiaesl,jeun,1,ano,Santi5_Septembreindoor203AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,0,3,Anopheles,Angambiaesl,jeun,1,ano,Santi5_Septembreindoor03AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,2,3,Anopheles,Angambiaesl,jeun,6,ano,Santi5_Septembreindoor23AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,2,3,Anopheles,Angambiaesl,jeun,6,ano,Santi5_Septembreindoor23AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,2,3,Anopheles,Angambiaesl,jeun,6,ano,Santi5_Septembreindoor23AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,2,3,Anopheles,Angambiaesl,jeun,6,ano,Santi5_Septembreindoor23AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,2,3,Anopheles,Angambiaesl,jeun,6,ano,Santi5_Septembreindoor23AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,2,3,Anopheles,Angambiaesl,jeun,6,ano,Santi5_Septembreindoor23AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,3,3,Anopheles,Angambiaesl,jeun,2,ano,Santi5_Septembreindoor33AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,3,3,Anopheles,Angambiaesl,jeun,2,ano,Santi5_Septembreindoor33AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,4,3,Anopheles,Angambiaesl,gorg,1,ano,Santi5_Septembreindoor43AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,20,3,Anopheles,Angambiaesl,jeun,1,ano,Santi5_Septembreindoor203AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,1,3,Anopheles,Angambiaesl,jeun,4,ano,Santi5_Septembreindoor13AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,1,3,Anopheles,Angambiaesl,jeun,4,ano,Santi5_Septembreindoor13AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,1,3,Anopheles,Angambiaesl,jeun,4,ano,Santi5_Septembreindoor13AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,1,3,Anopheles,Angambiaesl,jeun,4,ano,Santi5_Septembreindoor13AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,outdoor,22,3,Anopheles,Angambiaesl,jeun,2,ano,Santi5_Septembreoutdoor223AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,outdoor,22,3,Anopheles,Angambiaesl,jeun,2,ano,Santi5_Septembreoutdoor223AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,outdoor,23,3,Anopheles,Angambiaesl,jeun,2,ano,Santi5_Septembreoutdoor233AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,outdoor,23,3,Anopheles,Angambiaesl,jeun,2,ano,Santi5_Septembreoutdoor233AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,outdoor,0,3,Anopheles,Angambiaesl,jeun,4,ano,Santi5_Septembreoutdoor03AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,outdoor,0,3,Anopheles,Angambiaesl,jeun,4,ano,Santi5_Septembreoutdoor03AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,outdoor,0,3,Anopheles,Angambiaesl,jeun,4,ano,Santi5_Septembreoutdoor03AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,outdoor,0,3,Anopheles,Angambiaesl,jeun,4,ano,Santi5_Septembreoutdoor03AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,outdoor,2,3,Anopheles,Angambiaesl,jeun,2,ano,Santi5_Septembreoutdoor23AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,outdoor,2,3,Anopheles,Angambiaesl,jeun,2,ano,Santi5_Septembreoutdoor23AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,outdoor,3,3,Anopheles,Angambiaesl,jeun,1,ano,Santi5_Septembreoutdoor33AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,outdoor,4,3,Anopheles,Angambiaesl,jeun,1,ano,Santi5_Septembreoutdoor43AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,outdoor,5,3,Anopheles,Angambiaesl,jeun,1,ano,Santi5_Septembreoutdoor53AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,outdoor,22,3,Anopheles,Angambiaesl,gorg,1,ano,Santi5_Septembreoutdoor223AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,outdoor,21,3,Anopheles,Angambiaesl,jeun,1,ano,Santi5_Septembreoutdoor213AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,outdoor,0,3,Anopheles,Angambiaesl,jeun,2,ano,Santi5_Septembreoutdoor03AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,outdoor,0,3,Anopheles,Angambiaesl,jeun,2,ano,Santi5_Septembreoutdoor03AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,outdoor,2,3,Anopheles,Angambiaesl,jeun,4,ano,Santi5_Septembreoutdoor23AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,outdoor,2,3,Anopheles,Angambiaesl,jeun,4,ano,Santi5_Septembreoutdoor23AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,outdoor,2,3,Anopheles,Angambiaesl,jeun,4,ano,Santi5_Septembreoutdoor23AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,outdoor,2,3,Anopheles,Angambiaesl,jeun,4,ano,Santi5_Septembreoutdoor23AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,outdoor,5,3,Anopheles,Angambiaesl,jeun,1,ano,Santi5_Septembreoutdoor53AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,23,4,Anopheles,Angambiaesl,jeun,2,ano,Santi5_Septembreindoor234AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,23,4,Anopheles,Angambiaesl,jeun,2,ano,Santi5_Septembreindoor234AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,22,4,Anopheles,Angambiaesl,jeun,1,ano,Santi5_Septembreindoor224AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,2,4,Anopheles,Angambiaesl,jeun,1,ano,Santi5_Septembreindoor24AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,21,4,Anopheles,Angambiaesl,jeun,5,ano,Santi5_Septembreindoor214AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,21,4,Anopheles,Angambiaesl,jeun,5,ano,Santi5_Septembreindoor214AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,21,4,Anopheles,Angambiaesl,jeun,5,ano,Santi5_Septembreindoor214AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,21,4,Anopheles,Angambiaesl,jeun,5,ano,Santi5_Septembreindoor214AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,21,4,Anopheles,Angambiaesl,jeun,5,ano,Santi5_Septembreindoor214AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,3,4,Anopheles,Angambiaesl,jeun,1,ano,Santi5_Septembreindoor34AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,21,4,Anopheles,Angambiaesl,grav,1,ano,Santi5_Septembreindoor214AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,2,4,Anopheles,Angambiaesl,grav,1,ano,Santi5_Septembreindoor24AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,0,4,Anopheles,Angambiaesl,jeun,1,ano,Santi5_Septembreindoor04AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,3,4,Anopheles,Angambiaesl,jeun,2,ano,Santi5_Septembreindoor34AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,indoor,3,4,Anopheles,Angambiaesl,jeun,2,ano,Santi5_Septembreindoor34AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,outdoor,0,4,Anopheles,Angambiaesl,jeun,1,ano,Santi5_Septembreoutdoor04AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,outdoor,3,4,Anopheles,Angambiaesl,jeun,1,ano,Santi5_Septembreoutdoor34AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,outdoor,4,4,Anopheles,Angambiaesl,jeun,1,ano,Santi5_Septembreoutdoor44AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,outdoor,5,4,Anopheles,Angambiaesl,jeun,1,ano,Santi5_Septembreoutdoor54AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,outdoor,20,4,Anopheles,Angambiaesl,jeun,1,ano,Santi5_Septembreoutdoor204AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,outdoor,0,4,Anopheles,Angambiaesl,jeun,1,ano,Santi5_Septembreoutdoor04AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,outdoor,1,4,Anopheles,Angambiaesl,jeun,1,ano,Santi5_Septembreoutdoor14AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,outdoor,2,4,Anopheles,Angambiaesl,jeun,2,ano,Santi5_Septembreoutdoor24AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,outdoor,2,4,Anopheles,Angambiaesl,jeun,2,ano,Santi5_Septembreoutdoor24AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,outdoor,3,4,Anopheles,Angambiaesl,jeun,1,ano,Santi5_Septembreoutdoor34AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,outdoor,5,4,Anopheles,Angambiaesl,jeun,1,ano,Santi5_Septembreoutdoor54AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,outdoor,2,4,Anopheles,Angambiaesl,gorg,1,ano,Santi5_Septembreoutdoor24AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,outdoor,3,4,Anopheles,Angambiaesl,gorg,2,ano,Santi5_Septembreoutdoor34AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,outdoor,3,4,Anopheles,Angambiaesl,gorg,2,ano,Santi5_Septembreoutdoor34AnophelesAngambiaesl
Santidougou,Septembre,OK,CSH,CSH,outdoor,4,4,Anopheles,Angambiaesl,gorg,1,ano,Santi5_Septembreoutdoor44AnophelesAngambiaesl
Santidougou,Octobre,OK,CSH,CSH,indoor,21,1,Anopheles,Angambiaesl,NA,3,ano,Santi6_Octobreindoor211AnophelesAngambiaesl
Santidougou,Octobre,OK,CSH,CSH,indoor,21,1,Anopheles,Angambiaesl,NA,3,ano,Santi6_Octobreindoor211AnophelesAngambiaesl
Santidougou,Octobre,OK,CSH,CSH,indoor,21,1,Anopheles,Angambiaesl,NA,3,ano,Santi6_Octobreindoor211AnophelesAngambiaesl
Santidougou,Octobre,OK,CSH,CSH,indoor,22,1,Anopheles,Angambiaesl,NA,3,ano,Santi6_Octobreindoor221AnophelesAngambiaesl
Santidougou,Octobre,OK,CSH,CSH,indoor,22,1,Anopheles,Angambiaesl,NA,3,ano,Santi6_Octobreindoor221AnophelesAngambiaesl
Santidougou,Octobre,OK,CSH,CSH,indoor,22,1,Anopheles,Angambiaesl,NA,3,ano,Santi6_Octobreindoor221AnophelesAngambiaesl
Santidougou,Octobre,OK,CSH,CSH,indoor,23,1,Anopheles,Angambiaesl,NA,4,ano,Santi6_Octobreindoor231AnophelesAngambiaesl
Santidougou,Octobre,OK,CSH,CSH,indoor,23,1,Anopheles,Angambiaesl,NA,4,ano,Santi6_Octobreindoor231AnophelesAngambiaesl
Santidougou,Octobre,OK,CSH,CSH,indoor,23,1,Anopheles,Angambiaesl,NA,4,ano,Santi6_Octobreindoor231AnophelesAngambiaesl
Santidougou,Octobre,OK,CSH,CSH,indoor,23,1,Anopheles,Angambiaesl,NA,4,ano,Santi6_Octobreindoor231AnophelesAngambiaesl
Santidougou,Octobre,OK,CSH,CSH,indoor,0,1,Anopheles,Angambiaesl,NA,2,ano,Santi6_Octobreindoor01AnophelesAngambiaesl
Santidougou,Octobre,OK,CSH,CSH,indoor,0,1,Anopheles,Angambiaesl,NA,2,ano,Santi6_Octobreindoor01AnophelesAngambiaesl
Santidougou,Octobre,OK,CSH,CSH,indoor,1,1,Anopheles,Angambiaesl,NA,9,ano,Santi6_Octobreindoor11AnophelesAngambiaesl
Santidougou,Octobre,OK,CSH,CSH,indoor,1,1,Anopheles,Angambiaesl,NA,9,ano,Santi6_Octobreindoor11AnophelesAngambiaesl
Santidougou,Octobre,OK,CSH,CSH,indoor,1,1,Anopheles,Angambiaesl,NA,9,ano,Santi6_Octobreindoor11AnophelesAngambiaesl
Santidougou,Octobre,OK,CSH,CSH,indoor,1,1,Anopheles,Angambiaesl,NA,9,ano,Santi6_Octobreindoor11AnophelesAngambiaesl
Santidougou,Octobre,OK,CSH,CSH,indoor,1,1,Anopheles,Angambiaesl,NA,9,ano,Santi6_Octobreindoor11AnophelesAngambiaesl
Santidougou,Octobre,OK,CSH,CSH,indoor,1,1,Anopheles,Angambiaesl,NA,9,ano,Santi6_Octobreindoor11AnophelesAngambiaesl
Santidougou,Octobre,OK,CSH,CSH,indoor,1,1,Anopheles,Angambiaesl,NA,9,ano,Santi6_Octobreindoor11AnophelesAngambiaesl
Santidougou,Octobre,OK,CSH,CSH,indoor,1,1,Anopheles,Angambiaesl,NA,9,ano,Santi6_Octobreindoor11AnophelesAngambiaesl
Santidougou,Octobre,OK,CSH,CSH,indoor,1,1,Anopheles,Angambiaesl,NA,9,ano,Santi6_Octobreindoor11AnophelesAngambiaesl
Santidougou,Octobre,OK,CSH,CSH,indoor,2,1,Anopheles,Angambiaesl,NA,3,ano,Santi6_Octobreindoor21AnophelesAngambiaesl
Santidougou,Octobre,OK,CSH,CSH,indoor,2,1,Anopheles,Angambiaesl,NA,3,ano,Santi6_Octobreindoor21AnophelesAngambiaesl
Santidougou,Octobre,OK,CSH,CSH,indoor,2,1,Anopheles,Angambiaesl,NA,3,ano,Santi6_Octobreindoor21AnophelesAngambiaesl
Santidougou,Octobre,OK,CSH,CSH,indoor,3,1,Anopheles,Angambiaesl,NA,10,ano,Santi6_Octobreindoor31AnophelesAngambiaesl
Santidougou,Octobre,OK,CSH,CSH,indoor,3,1,Anopheles,Angambiaesl,NA,10,ano,Santi6_Octobreindoor31AnophelesAngambiaesl
Santidougou,Octobre,OK,CSH,CSH,indoor,3,1,Anopheles,Angambiaesl,NA,10,ano,Santi6_Octobreindoor31AnophelesAngambiaesl
Santidougou,Octobre,OK,CSH,CSH,indoor,3,1,Anopheles,Angambiaesl,NA,10,ano,Santi6_Octobreindoor31AnophelesAngambiaesl
Santidougou,Octobre,OK,CSH,CSH,indoor,3,1,Anopheles,Angambiaesl,NA,10,ano,Santi6_Octobreindoor31AnophelesAngambiaesl
Santidougou,Octobre,OK,CSH,CSH,indoor,3,1,Anopheles,Angambiaesl,NA,10,ano,Santi6_Octobreindoor31AnophelesAngambiaesl
Santidougou,Octobre,OK,CSH,CSH,indoor,3,1,Anopheles,Angambiaesl,NA,10,ano,Santi6_Octobreindoor31AnophelesAngambiaesl
Santidougou,Octobre,OK,CSH,CSH,indoor,3,1,Anopheles,Angambiaesl,NA,10,ano,Santi6_Octobreindoor31AnophelesAngambiaesl
Santidougou,Octobre,OK,CSH,CSH,indoor,3,1,Anopheles,Angambiaesl,NA,10,ano,Santi6_Octobreindoor31AnophelesAngambiaesl
Santidougou,Octobre,OK,CSH,CSH,indoor,3,1,Anopheles,Angambiaesl,NA,10,ano,Santi6_Octobreindoor31AnophelesAngambiaesl
Santidougou,Octobre,OK,CSH,CSH,indoor,4,1,Anopheles,Angambiaesl,NA,6,ano,Santi6_Octobreindoor41AnophelesAngambiaesl
Santidougou,Octobre,OK,CSH,CSH,indoor,4,1,Anopheles,Angambiaesl,NA,6,ano,Santi6_Octobreindoor41AnophelesAngambiaesl
Santidougou,Octobre,OK,CSH,CSH,indoor,4,1,Anopheles,Angambiaesl,NA,6,ano,Santi6_Octobreindoor41AnophelesAngambiaesl
Santidougou,Octobre,OK,CSH,CSH,indoor,4,1,Anopheles,Angambiaesl,NA,6,ano,Santi6_Octobreindoor41AnophelesAngambiaesl
Santidougou,Octobre,OK,CSH,CSH,indoor,4,1,Anopheles,Angambiaesl,NA,6,ano,Santi6_Octobreindoor41AnophelesAngambiaesl
Santidougou,Octobre,OK,CSH,CSH,indoor,4,1,Anopheles,Angambiaesl,NA,6,ano,Santi6_Octobreindoor41AnophelesAngambiaesl
Santidougou,Octobre,OK,CSH,CSH,indoor,5,1,Anopheles,Angambiaesl,NA,3,ano,Santi6_Octobreindoor51AnophelesAngambiaesl
Santidougou,Octobre,OK,CSH,CSH,indoor,5,1,Anopheles,Angambiaesl,NA,3,ano,Santi6_Octobreindoor51AnophelesAngambiaesl
Santidougou,Octobre,OK,CSH,CSH,indoor,5,1,Anopheles,Angambiaesl,NA,3,ano,Santi6_Octobreindoor51AnophelesAngambiaesl
Santidougou,Octobre,OK,CSH,CSH,indoor,21,1,Anopheles,Angambiaesl,NA,2,ano,Santi6_Octobreindoor211AnophelesAngambiaesl
Santidougou,Octobre,OK,CSH,CSH,indoor,21,1,Anopheles,Angambiaesl,NA,2,ano,Santi6_Octobreindoor211AnophelesAngambiaesl
Santidougou,Octobre,OK,CSH,CSH,indoor,22,1,Anopheles,Angambiaesl,NA,3,ano,Santi6_Octobreindoor221AnophelesAngambiaesl
Santidougou,Octobre,OK,CSH,CSH,indoor,22,1,Anopheles,Angambiaesl,NA,3,ano,Santi6_Octobreindoor221AnophelesAngambiaesl
Santidougou,Octobre,OK,CSH,CSH,indoor,22,1,Anopheles,Angambiaesl,NA,3,ano,Santi6_Octobreindoor221AnophelesAngambiaesl
Santidougou,Octobre,OK,CSH,CSH,indoor,23,1,Anopheles,Angambiaesl,NA,3,ano,Santi6_Octobreindoor231AnophelesAngambiaesl
Santidougou,Octobre,OK,CSH,CSH,indoor,23,1,Anopheles,Angambiaesl,NA,3,ano,Santi6_Octobreindoor231AnophelesAngambiaesl
Santidougou,Octobre,OK,CSH,CSH,indoor,23,1,Anopheles,Angambiaesl,NA,3,ano,Santi6_Octobreindoor231AnophelesAngambiaesl
Santidougou,Octobre,OK,CSH,CSH,indoor,0,1,Anopheles,Angambiaesl,NA,2,ano,Santi6_Octobreindoor01AnophelesAngambiaesl
Santidougou,Octobre,OK,CSH,CSH,indoor,0,1,Anopheles,Angambiaesl,NA,2,ano,Santi6_Octobreindoor01AnophelesAngambiaesl
Santidougou,Octobre,OK,CSH,CSH,indoor,1,1,Anopheles,Angambiaesl,NA,3,ano,Santi6_Octobreindoor11AnophelesAngambiaesl
Santidougou,Octobre,OK,CSH,CSH,indoor,1,1,Anopheles,Angambiaesl,NA,3,ano,Santi6_Octobreindoor11AnophelesAngambiaesl
Santidougou,Octobre,OK,CSH,CSH,indoor,1,1,Anopheles,Angambiaesl,NA,3,ano,Santi6_Octobreindoor11AnophelesAngambiaesl
